(3,5,5,6,9)
(3,5,5,5,7)
(8,9,9,16,16)
(3,4,4,5,5)
(4,3,3,6,6)
(9,9,9,18,18)
(3,5,5,6,7)
(8,10,10,16,19)
(7,8,8,12,14)
(8,9,9,14,14)
(4,6,6,8,10)
(4,3,3,6,6)
(2,2,2,3,5)
(7,8,8,13,15)
(7,7,7,12,13)
(7,10,10,14,17)
(5,5,5,9,10)
(6,6,6,12,12)
(11,12,12,21,21)
(5,4,4,9,9)
(6,5,5,10,11)
(8,11,11,15,21)
(7,8,8,13,13)
(5,5,5,9,10)
(3,4,4,5,5)
(4,5,5,8,10)
(3,4,4,5,5)
(7,8,8,14,16)
(5,5,5,9,10)
(5,7,7,9,11)
(8,10,10,14,18)
(4,4,4,7,8)
(5,7,7,8,12)
(6,6,6,11,12)
(9,13,13,18,25)
(8,10,10,15,17)
(6,7,7,11,13)
(8,8,8,15,16)
(2,3,3,4,4)
(4,5,5,8,9)
(4,4,4,7,9)
(4,3,3,7,7)
(6,8,8,12,14)
(7,7,7,13,13)
(6,9,9,12,17)
(12,12,12,24,24)
(6,6,6,11,11)
(12,13,13,24,24)
(6,8,8,11,16)
(13,15,15,25,27)
(7,8,8,14,15)
(3,4,4,6,6)
(4,4,4,6,7)
(5,5,5,9,10)
(7,9,9,13,17)
(7,7,7,13,14)
(3,4,4,6,6)
(7,7,7,14,14)
(6,5,5,11,11)
(11,13,13,21,26)
(9,10,10,16,19)
(6,8,8,12,13)
(7,6,6,13,13)
(8,12,12,15,23)
(6,8,8,12,14)
(6,6,6,11,12)
(9,11,11,16,20)
(7,7,7,12,12)
(2,0,0,2,2)
(3,2,2,4,4)
(7,8,8,13,15)
(3,5,5,5,7)
(4,4,4,7,8)
(4,4,4,7,7)
(9,10,10,17,17)
(4,4,4,6,8)
(5,5,5,8,10)
(2,2,2,4,4)
(5,6,6,8,11)
(10,11,11,19,21)
(8,11,11,14,18)
(7,8,8,13,15)
(2,2,2,3,3)
(3,3,3,4,4)
(7,7,7,14,14)
(3,5,5,6,9)
(8,9,9,16,18)
(5,7,7,9,12)
(5,5,5,10,10)
(3,3,3,5,5)
(4,6,6,7,10)
(10,11,11,19,21)
(8,8,8,15,15)
(11,12,12,21,22)
(7,10,10,13,18)
(6,7,7,12,12)
(9,10,10,18,20)
(4,6,6,8,11)
(4,6,6,8,11)
(8,7,7,15,15)
(3,4,4,6,8)
(3,4,4,5,9)
(3,2,2,5,5)
(8,9,9,14,18)
(6,6,6,11,12)
(7,7,7,13,15)
(10,10,10,19,20)
(8,10,10,16,18)
(3,3,3,5,5)
(6,9,9,11,18)
(6,6,6,11,11)
(6,8,8,11,13)
(2,2,2,2,2)
(7,7,7,14,14)
(7,9,9,14,15)
(7,11,11,14,21)
(3,1,1,4,4)
(6,7,7,12,14)
(5,7,7,9,12)
(9,13,13,17,23)
(9,9,9,17,17)
(9,12,12,17,22)
(6,9,9,10,18)
(10,16,16,20,29)
(8,7,7,14,15)
(9,12,12,18,21)
(9,7,7,16,16)
(5,6,6,9,10)
(7,7,7,12,12)
(11,13,13,22,24)
(7,10,10,14,17)
(5,6,6,10,10)
(8,10,10,14,20)
(5,7,7,9,13)
(3,3,3,4,6)
(6,6,6,10,10)
(6,8,8,11,17)
(8,9,9,15,19)
(4,5,5,8,8)
(11,13,13,22,24)
(3,4,4,5,7)
(6,6,6,11,13)
(6,9,9,11,15)
(6,7,7,11,12)
(14,14,14,27,27)
(8,7,7,15,15)
(7,7,7,13,13)
(5,7,7,9,15)
(5,5,5,9,11)
(6,10,10,11,19)
(6,7,7,12,13)
(13,18,18,24,32)
(5,5,5,8,9)
(5,7,7,8,14)
(3,5,5,4,6)
(10,10,10,19,20)
(6,6,6,11,11)
(5,7,7,9,14)
(7,10,10,14,18)
(6,8,8,12,14)
(7,9,9,12,17)
(5,6,6,10,12)
(8,9,9,15,18)
(8,11,11,15,19)
(4,6,6,8,9)
(7,7,7,14,14)
(6,11,11,12,19)
(8,9,9,15,16)
(9,9,9,17,17)
(7,9,9,14,15)
(6,7,7,11,14)
(7,12,12,14,23)
(7,9,9,13,16)
(2,3,3,3,3)
(4,3,3,6,6)
(3,5,5,6,10)
(5,6,6,9,10)
(6,7,7,11,12)
(10,8,8,18,18)
(6,9,9,12,17)
(7,10,10,13,17)
(6,5,5,10,10)
(9,10,10,17,19)
(5,5,5,9,9)
(8,9,9,15,19)
(3,4,4,6,6)
(6,8,8,10,13)
(8,7,7,14,15)
(6,6,6,11,11)
(3,4,4,6,6)
(3,4,4,5,6)
(6,7,7,12,14)
(3,4,4,6,8)
(4,4,4,6,7)
(7,7,7,12,12)
(12,12,12,24,24)
(8,8,8,14,14)
(8,10,10,16,17)
(4,4,4,7,9)
(5,6,6,9,9)
(4,5,5,7,8)
(11,12,12,21,23)
(3,4,4,4,7)
(2,2,2,3,3)
(5,6,6,9,12)
(5,7,7,10,14)
(6,7,7,11,11)
(10,10,10,20,20)
(8,8,8,14,17)
(3,4,4,6,6)
(5,8,8,9,15)
(3,4,4,6,6)
(6,7,7,12,12)
(9,10,10,17,21)
(10,16,16,19,31)
(9,8,8,16,17)
(6,7,7,11,11)
(5,6,6,9,13)
(8,14,14,15,27)
(5,6,6,10,11)
(5,7,7,10,13)
(8,9,9,15,17)
(7,9,9,13,19)
(4,6,6,6,9)
(9,10,10,17,19)
(4,5,5,7,10)
(7,9,9,13,17)
(12,18,18,24,35)
(10,12,12,18,22)
(5,7,7,10,13)
(5,8,8,8,12)
(3,5,5,6,10)
(4,7,7,7,13)
(9,13,13,17,26)
(6,7,7,12,12)
(7,8,8,13,16)
(6,8,8,12,13)
(3,5,5,6,8)
(10,10,10,20,20)
(13,16,16,25,31)
(5,7,7,8,14)
(9,11,11,18,21)
(7,9,9,14,15)
(7,11,11,13,22)
(8,12,12,14,24)
(9,10,10,17,20)
(6,7,7,11,15)
(4,4,4,7,8)
(7,8,8,12,12)
(4,5,5,8,8)
(10,11,11,20,20)
(9,12,12,18,23)
(9,9,9,18,18)
(5,5,5,9,10)
(11,14,14,22,26)
(7,10,10,14,17)
(8,12,12,16,23)
(8,10,10,15,17)
(9,9,9,18,18)
(9,11,11,18,22)
(7,8,8,13,15)
(7,9,9,13,18)
(8,10,10,16,18)
(8,12,12,14,24)
(12,16,16,23,30)
(10,12,12,19,22)
(4,6,6,8,10)
(4,7,7,8,12)
(9,12,12,18,23)
(10,12,12,19,21)
(2,1,1,3,3)
(12,12,12,23,23)
(12,15,15,23,28)
(10,15,15,20,27)
(7,10,10,13,16)
(7,6,6,12,12)
(6,5,5,11,11)
(6,5,5,10,10)
(8,8,8,14,17)
(8,13,13,16,25)
(10,13,13,20,25)
(5,7,7,10,13)
(5,5,5,9,9)
(6,7,7,12,14)
(10,10,10,20,20)
(7,10,10,13,16)
(4,3,3,7,7)
(11,9,9,20,20)
(7,9,9,13,16)
(9,10,10,17,20)
(4,5,5,7,7)
(6,7,7,11,11)
(5,5,5,9,10)
(4,5,5,8,10)
(7,7,7,13,13)
(6,7,7,11,13)
(5,6,6,9,11)
(5,7,7,8,12)
(11,12,12,21,23)
(5,6,6,10,12)
(2,3,3,3,3)
(15,19,19,29,35)
(8,10,10,16,17)
(2,3,3,4,4)
(6,8,8,11,15)
(7,8,8,14,16)
(8,8,8,16,16)
(5,7,7,9,13)
(6,7,7,10,11)
(8,10,10,15,18)
(11,15,15,20,28)
(9,10,10,17,19)
(3,3,3,5,5)
(5,7,7,9,15)
(7,8,8,13,13)
(5,7,7,9,12)
(4,5,5,6,8)
(10,9,9,19,19)
(13,12,12,24,25)
(7,7,7,14,14)
(17,18,18,33,35)
(6,7,7,12,14)
(6,5,5,10,10)
(10,13,13,20,26)
(6,6,6,11,11)
(7,9,9,13,17)
(8,10,10,16,20)
(6,6,6,10,10)
(8,11,11,15,20)
(9,17,17,17,30)
(7,8,8,13,16)
(12,10,10,22,22)
(8,9,9,16,18)
(8,11,11,16,21)
(10,10,10,19,21)
(5,5,5,9,9)
(6,6,6,11,11)
(5,7,7,9,10)
(5,6,6,8,11)
(11,11,11,22,22)
(3,5,5,6,7)
(4,4,4,6,8)
(7,10,10,12,20)
(10,13,13,19,25)
(5,7,7,8,14)
(11,14,14,21,26)
(6,8,8,10,15)
(10,12,12,19,24)
(6,12,12,12,20)
(7,9,9,12,19)
(6,8,8,10,14)
(5,6,6,9,12)
(14,14,14,26,28)
(6,7,7,12,13)
(8,10,10,14,18)
(10,14,14,18,27)
(9,12,12,17,20)
(9,13,13,18,23)
(5,6,6,10,10)
(8,9,9,15,18)
(7,9,9,14,16)
(9,8,8,17,17)
(8,9,9,15,17)
(9,8,8,17,17)
(8,10,10,15,19)
(8,10,10,16,17)
(9,10,10,18,19)
(8,9,9,16,18)
(7,9,9,13,15)
(9,9,9,16,16)
(9,13,13,17,24)
(8,10,10,14,20)
(8,10,10,15,19)
(10,15,15,19,28)
(8,11,11,15,20)
(5,6,6,8,12)
(10,12,12,19,21)
(12,13,13,23,26)
(7,7,7,13,15)
(9,8,8,17,17)
(10,9,9,18,18)
(8,9,9,14,17)
(6,7,7,12,12)
(9,11,11,17,21)
(16,18,18,32,36)
(5,6,6,8,10)
(11,11,11,20,23)
(12,14,14,23,27)
(7,12,12,14,21)
(9,13,13,18,23)
(7,7,7,13,13)
(10,14,14,19,24)
(8,7,7,15,15)
(9,14,14,18,25)
(7,8,8,12,14)
(7,8,8,13,15)
(9,12,12,17,24)
(12,16,16,24,31)
(9,14,14,18,25)
(5,7,7,9,15)
(11,11,11,21,22)
(4,5,5,8,8)
(8,13,13,15,23)
(7,10,10,13,17)
(6,6,6,12,12)
(14,17,17,27,33)
(9,12,12,17,23)
(14,15,15,27,29)
(14,17,17,28,33)
(10,11,11,19,22)
(7,12,12,14,21)
(3,3,3,5,5)
(5,6,6,10,11)
(7,9,9,12,18)
(4,6,6,8,10)
(7,7,7,12,13)
(2,2,2,3,3)
(4,7,7,7,10)
(9,13,13,18,23)
(6,7,7,11,11)
(10,12,12,19,23)
(7,12,12,13,20)
(8,10,10,15,21)
(6,7,7,12,13)
(8,9,9,16,16)
(6,7,7,10,14)
(7,10,10,12,18)
(9,10,10,16,17)
(12,14,14,24,27)
(6,7,7,11,14)
(6,7,7,10,11)
(9,12,12,17,22)
(13,15,15,26,30)
(5,8,8,8,14)
(5,6,6,8,13)
(7,11,11,13,21)
(11,14,14,21,25)
(11,17,17,21,34)
(6,8,8,11,14)
(11,12,12,21,24)
(5,7,7,9,13)
(11,13,13,22,23)
(9,10,10,16,21)
(12,12,12,23,24)
(5,7,7,10,12)
(11,12,12,21,22)
(11,11,11,21,22)
(13,15,15,26,28)
(6,9,9,12,17)
(9,10,10,18,18)
(7,7,7,13,13)
(4,5,5,8,10)
(9,15,15,18,26)
(8,9,9,16,16)
(9,9,9,16,18)
(9,12,12,18,23)
(12,15,15,23,29)
(2,1,1,3,3)
(13,18,18,24,32)
(9,9,9,16,18)
(10,10,10,20,20)
(8,9,9,14,16)
(7,8,8,14,14)
(8,7,7,15,15)
(7,10,10,14,17)
(4,4,4,7,8)
(5,3,3,8,8)
(4,4,4,8,8)
(11,16,16,22,30)
(5,7,7,10,12)
(11,10,10,20,21)
(7,9,9,13,16)
(12,16,16,24,31)
(12,14,14,24,28)
(13,13,13,25,26)
(7,8,8,13,15)
(10,15,15,18,29)
(6,7,7,11,15)
(13,14,14,25,29)
(7,10,10,13,21)
(4,5,5,6,7)
(12,14,14,23,26)
(8,15,15,15,27)
(7,11,11,14,19)
(9,11,11,16,23)
(4,4,4,6,9)
(12,14,14,24,27)
(12,14,14,22,28)
(11,16,16,22,29)
(12,15,15,23,27)
(15,18,18,30,33)
(6,9,9,10,14)
(4,6,6,8,12)
(11,12,12,22,23)
(5,6,6,9,11)
(4,4,4,8,8)
(9,13,13,17,25)
(8,10,10,15,19)
(10,15,15,19,29)
(6,9,9,11,17)
(6,8,8,11,17)
(4,6,6,7,11)
(10,9,9,18,19)
(10,11,11,19,22)
(7,6,6,12,12)
(8,11,11,15,22)
(8,9,9,15,17)
(8,8,8,15,17)
(17,19,19,33,37)
(6,9,9,12,14)
(9,13,13,17,24)
(9,10,10,17,20)
(9,13,13,17,25)
(12,17,17,24,33)
(15,16,16,28,32)
(14,15,15,27,29)
(7,9,9,14,16)
(9,15,15,17,29)
(14,18,18,27,35)
(9,12,12,18,22)
(8,12,12,15,22)
(14,15,15,27,31)
(11,12,12,22,22)
(13,14,14,26,26)
(6,10,10,11,16)
(8,11,11,14,21)
(17,16,16,33,33)
(7,10,10,13,17)
(9,12,12,17,23)
(3,3,3,5,7)
(10,8,8,18,18)
(9,11,11,18,21)
(8,11,11,16,21)
(13,13,13,25,25)
(7,10,10,13,18)
(9,10,10,17,17)
(12,14,14,24,25)
(11,17,17,22,33)
(11,18,18,21,34)
(9,14,14,18,26)
(6,8,8,12,16)
(12,14,14,23,27)
(12,12,12,23,24)
(10,18,18,20,35)
(4,5,5,7,11)
(10,13,13,20,25)
(6,8,8,11,15)
(10,11,11,19,19)
(4,4,4,6,7)
(17,18,18,32,34)
(2,3,3,4,4)
(6,7,7,11,12)
(9,14,14,18,25)
(17,19,19,33,37)
(12,12,12,23,23)
(15,18,18,30,34)
(10,14,14,20,26)
(7,9,9,12,16)
(10,15,15,19,30)
(10,10,10,20,20)
(5,3,3,8,8)
(8,7,7,15,15)
(7,10,10,14,18)
(8,9,9,14,18)
(10,17,17,19,33)
(9,13,13,17,26)
(16,17,17,31,33)
(8,10,10,14,19)
(8,7,7,15,15)
(12,14,14,24,28)
(9,12,12,18,20)
(10,11,11,20,20)
(12,15,15,23,28)
(14,15,15,26,29)
(8,13,13,16,23)
(8,14,14,15,26)
(6,10,10,12,17)
(12,17,17,23,33)
(7,8,8,12,16)
(11,12,12,22,22)
(6,7,7,12,13)
(8,8,8,15,15)
(7,9,9,13,16)
(16,21,21,31,42)
(8,12,12,15,23)
(5,7,7,10,12)
(6,9,9,12,15)
(11,11,11,21,22)
(9,14,14,18,27)
(7,8,8,12,14)
(8,12,12,15,22)
(9,10,10,18,19)
(15,20,20,29,39)
(7,10,10,14,17)
(6,6,6,11,12)
(11,14,14,22,28)
(7,6,6,12,12)
(7,8,8,13,13)
(12,13,13,23,23)
(15,14,14,29,29)
(17,18,18,33,35)
(8,10,10,16,18)
(8,10,10,16,20)
(10,13,13,19,24)
(10,10,10,19,21)
(11,15,15,21,31)
(8,7,7,14,14)
(8,7,7,14,14)
(10,11,11,19,20)
(13,19,19,25,37)
(6,8,8,12,14)
(11,16,16,21,31)
(8,8,8,15,16)
(9,13,13,18,25)
(14,19,19,27,37)
(10,16,16,20,32)
(10,9,9,19,19)
(10,14,14,19,28)
(9,12,12,18,23)
(14,21,21,27,40)
(8,8,8,15,16)
(19,23,23,37,43)
(10,14,14,20,28)
(4,6,6,7,8)
(9,12,12,17,23)
(14,15,15,28,30)
(8,11,11,15,21)
(7,9,9,13,16)
(13,17,17,26,33)
(10,11,11,18,18)
(14,16,16,27,31)
(14,17,17,27,33)
(13,16,16,24,30)
(3,3,3,6,6)
(14,17,17,26,33)
(11,12,12,21,23)
(15,18,18,29,36)
(15,16,16,30,32)
(10,17,17,19,31)
(12,15,15,24,27)
(7,7,7,13,13)
(6,8,8,11,15)
(15,20,20,30,38)
(13,14,14,25,27)
(11,13,13,21,26)
(12,12,12,23,24)
(9,14,14,17,26)
(13,17,17,24,34)
(11,12,12,21,25)
(8,11,11,15,21)
(9,8,8,16,16)
(19,20,20,38,38)
(8,9,9,16,17)
(6,11,11,12,20)
(8,11,11,15,21)
(9,9,9,18,18)
(6,7,7,12,13)
(12,12,12,23,24)
(15,16,16,28,33)
(10,12,12,19,22)
(9,9,9,18,18)
(7,10,10,13,18)
(11,11,11,21,23)
(21,28,28,40,52)
(10,16,16,20,32)
(10,13,13,20,25)
(13,15,15,25,27)
(9,13,13,18,23)
(14,14,14,26,29)
(18,25,25,35,49)
(7,10,10,14,19)
(11,12,12,20,23)
(19,21,21,38,41)
(13,18,18,25,33)
(8,10,10,15,20)
(14,13,13,26,27)
(13,14,14,26,27)
(10,11,11,19,19)
(15,17,17,30,31)
(13,12,12,24,25)
(14,22,22,28,41)
(14,19,19,26,36)
(11,13,13,22,25)
(5,6,6,9,11)
(10,12,12,19,24)
(9,10,10,17,18)
(10,10,10,19,19)
(13,13,13,25,26)
(18,24,24,36,47)
(11,12,12,22,22)
(11,11,11,21,21)
(13,18,18,25,36)
(12,16,16,23,29)
(11,15,15,21,31)
(9,13,13,17,25)
(17,21,21,33,40)
(10,9,9,18,19)
(10,10,10,20,20)
(6,8,8,10,14)
(13,15,15,25,28)
(10,12,12,19,23)
(14,16,16,28,30)
(11,11,11,21,21)
(9,10,10,17,20)
(12,12,12,24,24)
(11,16,16,20,28)
(13,19,19,24,36)
(13,17,17,26,33)
(12,14,14,24,27)
(4,4,4,8,8)
(8,10,10,16,19)
(11,14,14,21,28)
(6,8,8,12,15)
(12,15,15,22,26)
(17,20,20,34,38)
(14,16,16,27,31)
(4,7,7,7,11)
(7,9,9,14,15)
(11,12,12,21,21)
(12,13,13,22,24)
(12,17,17,24,33)
(7,9,9,13,17)
(12,13,13,22,26)
(11,12,12,21,23)
(7,10,10,14,17)
(15,17,17,29,34)
(10,13,13,18,27)
(12,14,14,24,28)
(10,14,14,20,27)
(14,16,16,27,31)
(10,12,12,19,22)
(5,9,9,10,16)
(11,10,10,20,20)
(8,9,9,15,17)
(8,14,14,16,26)
(11,15,15,22,29)
(12,14,14,23,25)
(11,18,18,21,35)
(12,18,18,23,36)
(4,6,6,7,10)
(13,14,14,25,27)
(14,16,16,26,29)
(8,13,13,16,24)
(11,11,11,20,22)
(10,13,13,19,27)
(14,15,15,28,30)
(18,21,21,34,40)
(4,5,5,7,7)
(20,23,23,40,46)
(13,17,17,25,32)
(6,9,9,11,14)
(16,17,17,30,34)
(13,12,12,25,25)
(6,9,9,11,14)
(12,16,16,23,29)
(17,24,24,33,48)
(6,8,8,11,15)
(13,19,19,26,37)
(10,10,10,19,20)
(10,11,11,19,22)
(16,19,19,32,37)
(14,15,15,28,28)
(20,25,25,40,50)
(11,19,19,22,35)
(12,14,14,24,26)
(8,11,11,16,19)
(12,14,14,24,27)
(2,3,3,3,5)
(10,11,11,19,22)
(15,18,18,29,36)
(20,23,23,39,45)
(7,11,11,13,19)
(14,17,17,27,32)
(6,8,8,11,15)
(7,10,10,13,19)
(5,8,8,9,14)
(4,5,5,8,10)
(14,16,16,27,28)
(7,8,8,14,16)
(12,13,13,23,26)
(9,10,10,18,18)
(5,7,7,9,15)
(16,19,19,31,37)
(5,9,9,9,14)
