((31,[[(18893,-18443),(-17103,19916),(-10716,-17619),(9578,15628)],[(24262,-13752),(14943,-3975),(6891,28515),(-4846,15702)],[(13917,-11923),(-19115,-608),(2592,11585),(-126,-36124)],[(14622,-11090),(25286,-14632),(-5880,-26194),(-8772,-12632)]]),47,47,62,93)
((32,[[(18675,-17786),(27540,35799),(21701,-5386),(-26231,20046)],[(-37099,6237),(-4023,-12981),(7255,29751),(-34589,23683)],[(40371,-18466),(-6340,-37657),(15397,23582),(-2711,8086)],[(-12512,9342),(20834,-13340),(45256,-3998),(-1624,-37046)]]),36,36,63,70)
((36,[[(-8515,97227),(-9312,57738),(-80731,96667),(31610,197262)],[(-51027,61170),(-142775,165003),(81857,-74938),(43206,-24088)],[(-79130,133616),(19546,-119306),(-49458,-126088),(107524,-9112)],[(-21459,-168146),(-40051,38319),(-139919,-51182),(120054,17424)]]),42,42,72,83)
((30,[[(8198,2658),(-6740,11908),(9190,10594),(21940,-11584)],[(-14579,1586),(-3982,3612),(-19547,13130),(-4511,-15967)],[(18223,13875),(-1282,-19018),(-6865,-1373),(-1168,-11638)],[(-6639,-14688),(8362,-20600),(8345,14280),(6347,-2409)]]),39,39,60,77)
((34,[[(7277,17967),(-62061,46315),(70205,-12617),(-43605,-61791)],[(31480,88600),(-16296,-56216),(-22088,-65768),(2440,-9688)],[(-76202,35369),(-62969,44804),(-55486,2437),(2974,32499)],[(-30076,935),(42117,-3330),(-63584,12291),(-45584,-90651)]]),53,53,67,102)
((37,[[(-16410,-280749),(18254,-25841),(-131713,106126),(19915,-168348)],[(-47731,-124317),(189985,199151),(-27205,-26621),(-45051,201177)],[(122368,-111905),(-32528,-48021),(240675,176844),(72259,110266)],[(-108664,36224),(-183000,154368),(-89312,101016),(211120,65176)]]),42,42,73,82)
((49,[[(2160955,4339690),(6064776,-3598130),(-20147127,-3785610),(7766159,-3027949)],[(1837066,-17732335),(5736310,-12332504),(-165962,-2043205),(681695,7448261)],[(4268039,-4922308),(-3101836,-3916594),(4088989,-9883588),(350149,-19519627)],[(5596390,12160261),(-6388098,-16200528),(2113290,-4431593),(-5594345,5009173)]]),51,51,97,101)
((30,[[(3491,-9890),(-21839,-17852),(-6952,7588),(-7049,3537)],[(7642,-2411),(-9960,9535),(-5116,-12040),(-6403,-24643)],[(14210,-13385),(5988,6845),(-11412,14936),(15723,-3069)],[(-7372,21543),(-2238,-519),(-10324,18352),(-855,-10291)]]),38,38,59,73)
((26,[[(-1468,6595),(-657,326),(3175,2662),(1325,-1414)],[(-1193,588),(-146,7469),(-1778,-2027),(850,-1241)],[(-4234,179),(2363,-1156),(3379,-5428),(-1151,156)],[(-1300,-205),(-1841,-674),(-1209,574),(-5363,-5566)]]),36,36,50,69)
((26,[[(5050,-2800),(-4969,-1361),(-1081,-564),(-1904,-1453)],[(4602,98),(1852,3618),(4819,-1401),(921,1835)],[(1446,584),(-1387,-155),(-3591,248),(4572,5373)],[(2628,-1800),(4418,-1606),(-1562,5004),(-2372,1326)]]),40,40,52,77)
((31,[[(-6818,-14189),(-22924,22404),(-20699,6375),(2451,-19928)],[(-22596,-19263),(-2460,-17084),(6501,25419),(14549,8238)],[(9199,-6660),(-26756,1956),(15301,7285),(-26382,17765)],[(-1244,-29791),(9988,-1628),(19997,-17405),(-9275,-19162)]]),31,31,61,61)
((41,[[(199000,-637668),(-539347,-466262),(-571789,-186705),(576677,-741720)],[(-259996,-126536),(-396258,849389),(687705,-147525),(860992,-30379)],[(1037644,-677400),(-26230,504687),(264659,-206455),(-543360,-11929)],[(-165216,326068),(-719353,198444),(-438757,-1018501),(-338581,405054)]]),57,57,81,113)
((41,[[(-524812,-217232),(-1311708,212012),(-88566,-61306),(51030,-310922)],[(106347,-254623),(-216976,-131990),(380214,282407),(-1277277,450142)],[(-618030,-212368),(311682,-172138),(-990483,-670541),(-452357,99379)],[(-1163571,138941),(391326,-298468),(698153,212144),(14964,-225733)]]),50,50,82,97)
((32,[[(7548,14895),(-22941,35896),(5851,22264),(23538,-33427)],[(32179,-108),(-17416,-2967),(-8776,39121),(-31815,18102)],[(-17691,-48341),(-10677,-15261),(-9469,15323),(-6387,-30545)],[(12344,13358),(-16298,-39440),(42694,-3216),(-700,-17590)]]),46,46,63,92)
((41,[[(653844,392132),(514652,-435636),(-618676,-632716),(-616012,23196)],[(-286840,528183),(441444,-250783),(539019,530170),(-474649,884924)],[(22843,637239),(-236599,934789),(-677323,-2989),(276027,572409)],[(920882,43247),(-562582,490209),(581103,218760),(-624841,-127918)]]),49,49,81,96)
((36,[[(17285,78294),(-10432,-84995),(-21521,74564),(195392,103715)],[(40173,116392),(13846,-66799),(-188861,16322),(-51670,-101489)],[(-82298,-7755),(-220933,-85716),(-19200,-59081),(-33051,27860)],[(-123778,-158037),(13181,20008),(-113348,100273),(55715,-42920)]]),41,41,70,83)
((32,[[(2266,-25217),(-6327,11154),(-51613,21990),(9444,15901)],[(-28078,-12339),(-4117,13914),(-1191,2494),(-55992,-1025)],[(-7250,-26623),(-14089,43446),(22365,-20430),(19732,11859)],[(-44179,-424),(-31552,-28955),(-6368,-13481),(16883,1326)]]),41,41,62,80)
((47,[[(-1692496,8031900),(-5383306,-1207394),(1952384,-5344328),(-3151626,785718)],[(-3970132,2706426),(-1440541,8220467),(1695624,1772756),(5552395,-3339561)],[(-6915493,773597),(3726930,1041219),(-8079218,-2442030),(-1443688,2004829)],[(-473535,1275973),(5066973,-10436),(4845466,-2762286),(4501471,7863766)]]),57,57,94,113)
((38,[[(141030,-108196),(-67202,-313711),(-10214,229),(368395,67321)],[(159582,5056),(-206056,-27659),(13948,-424655),(-135643,85067)],[(-143182,-179988),(-236266,-145901),(42810,187359),(-210427,252303)],[(-343460,216630),(6807,-227086),(-201549,-129186),(3379,-32369)]]),45,45,75,88)
((40,[[(392960,-347138),(-96436,-211497),(-180511,-319916),(127529,786997)],[(-373572,247902),(-313702,-386449),(18137,654258),(-148093,447699)],[(-497800,-475730),(395464,110655),(623449,-50128),(-59099,249113)],[(87888,-376470),(-487764,-625443),(345035,-161084),(-92741,-409105)]]),49,49,79,97)
((43,[[(-1827058,-845454),(856600,774528),(-86016,1196804),(-1386454,217966)],[(-1589613,570862),(-876526,1297386),(144265,-140685),(1672303,-809092)],[(999479,86660),(-1096994,1272686),(1906451,951029),(-589673,282442)],[(-792157,-506385),(-453304,-1407948),(1501538,-722580),(-678731,-1577003)]]),63,63,86,124)
((42,[[(-1028617,-7752),(322206,-1334201),(-802977,527760),(721888,-107701)],[(806002,-936269),(-774591,-520544),(-970454,480331),(-867463,275426)],[(247076,898396),(1059020,150268),(-139740,1191836),(-771724,591796)],[(672775,702073),(-464355,532401),(-928569,-2071),(1237651,747939)]]),52,52,83,102)
((40,[[(191358,148993),(-370180,83337),(-250194,606203),(338907,-593110)],[(-266522,-888969),(176808,210423),(-266466,-54499),(204445,-216566)],[(11395,-244892),(-601873,-313550),(-396471,1264),(-645160,73639)],[(21),(482934,-3056543)],[(-1859800,-2463394),(816317,4056219),(1939748,-2089011),(-135660,626839)]]),53,53,89,105)
((38,[[(201229,-65573),(-70703,-48532),(-40478,258558),(-162578,-357503)],[(2746,29452),(-384073,-122669),(102356,215016),(178139,151661)],[(-96261,378255),(46862,201485),(-47522,231126),(-136185,74288)],[(-250728,118332),(120206,-218454),(305488,26040),(54034,-197278)]]),56,56,76,111)
((32,[[(31816,5732),(-16966,-29104),(-17565,-28067),(31697,3739)],[(-17502,-43926),(32239,1393),(-4376,-24609),(19290,4583)],[(-6870,-10894),(-9189,-6955),(-18240,32643),(10474,49883)],[(-7940,28020),(5702,44198),(-30326,-16000),(14554,8564)]]),49,49,64,98)
((34,[[(22425,76900),(937,-62138),(41363,17570),(-44011,54266)],[(-33020,1817),(48866,-9607),(80278,11139),(83854,2437)],[(-80677,-44654),(-58145,-13976),(42053,-32968),(-35317,31596)],[(34012,-3191),(38682,75929),(62846,-42269),(-54874,-1979)]]),41,41,66,83)
((37,[[(53014,-78438),(-68840,-44848),(71166,-262922),(115668,184808)],[(-23993,-83650),(-98170,-55402),(-205460,40585),(-199463,183065)],[(216933,78943),(-157780,236992),(-15171,-15283),(-48886,-15288)],[(5261,-259968),(-188530,-37130),(108434,84639),(8789,-117927)]]),53,53,74,105)
((48,[[(1984223,8130238),(10423785,-7877050),(-4307123,2817574),(-522848,3737707)],[(-601018,-10728221),(5212678,-4836331),(-7133770,-4080823),(3982041,-5661844)],[(1978418,-4230961),(6987146,-1063111),(10359658,4438365),(-6881659,-5943952)],[(-8593797,-559108),(2854085,-1453768),(7288457,2701472),(11370874,2708035)]]),63,63,94,124)
((32,[[(-25317,5670),(-7013,51608),(-10005,-27375),(-7732,160)],[(22535,-48915),(5221,20875),(-23612,12778),(10036,-10484)],[(19474,10785),(1100,32729),(38185,34213),(-8848,4484)],[(-4870,-14216),(-6590,-1884),(-7482,6330),(-12536,61392)]]),50,50,64,97)
((42,[[(-697912,152940),(567896,-428188),(699148,-659344),(-1062628,-1152824)],[(196080,1309965),(314368,-655553),(-185879,1387130),(-68631,-389388)],[(-124645,1220831),(-68983,-146347),(680857,-995857),(1177551,154861)],[(183218,-770445),(694998,-1689503),(-166789,-180852),(560511,242386)]]),48,48,83,94)
((25,[[(743,4074),(502,2015),(103,2160),(990,-2537)],[(1218,-1667),(-517,258),(2656,2653),(3539,1530)],[(218,-1448),(-696,5322),(-62,-500),(-1224,922)],[(1821,-2585),(305,85),(-3765,597),(1649,-2491)]]),38,38,49,76)
((32,[[(-13644,-29662),(-15999,-19029),(25382,-28574),(-32457,9835)],[(-32765,23391),(-4826,-44883),(-8092,21086),(-6567,-9126)],[(-34578,14686),(14848,36350),(27920,12644),(-18874,-6800)],[(-13991,-1107),(-5694,-8057),(35244,-11942),(50859,-5410)]]),54,54,64,105)
((47,[[(7179994,-1080648),(-4344676,-4285030),(-1711494,-4846504),(4627838,1716096)],[(2535615,-3049333),(1961259,5700509),(8391295,-1689813),(3913537,-286883)],[(-3831575,-6193218),(-4138988,-4540467),(4747481,-854290),(-3960293,3316806)],[(2426285,3655930),(-5048256,1981289),(2474525,-3414486),(-6291465,-5891510)]]),57,57,93,112)
((48,[[(6957710,9051342),(3833446,3831524),(1232360,-7597500),(5144970,6004260)],[(-4840960,2041050),(6769195,-10607785),(-5757306,-2991054),(-4204335,5979773)],[(-5524329,1609303),(8000243,-1903166),(5335060,6408098),(10389829,-1807166)],[(7632621,-5672099),(1701705,-4819778),(9989612,3289734),(-3265857,6605966)]]),56,56,96,109)
((33,[[(33844,31492),(12342,51758),(-25792,-18738),(-42500,28266)],[(-66556,-18168),(50750,12236),(-16179,-18043),(-22239,-4795)],[(-12130,6338),(11577,16647),(72123,38054),(-22819,28652)],[(11298,-37122),(-17561,-48103),(1093,-18310),(-60573,21364)]]),43,43,66,83)
((35,[[(367,-125379),(-57837,68092),(19737,5438),(-586,-101186)],[(89993,-72741),(53613,-23012),(-91369,-32438),(-86758,25266)],[(20473,36969),(-16186,139351),(-87488,50721),(28910,42786)],[(947,58847),(-33820,-46365),(-46078,110409),(-75166,-87402)]]),47,47,69,93)
((33,[[(-8660,37660),(3812,11604),(72804,-27804),(-10708,-27556)],[(28669,37749),(-145,-52753),(-16137,8259),(35485,-44411)],[(-1258,33127),(-1258,-47543),(11160,26055),(-47106,46975)],[(-23499,-56556),(5043,-58056),(24889,-27658),(7149,-2772)]]),47,47,65,92)
((29,[[(14399,-4878),(8333,2358),(7243,8028),(10655,-554)],[(-7778,-9309),(14714,4473),(-8996,1071),(-502,8419)],[(4581,7548),(11935,-4428),(8101,-2086),(-14915,2104)],[(8274,-3489),(-170,-7955),(-14520,7555),(-7154,-8593)]]),36,36,56,72)
((39,[[(330127,-4761),(-195597,32289),(-284483,383287),(199639,365723)],[(127389,-202034),(544692,314741),(-288848,-111249),(9835,32444)],[(135275,511170),(262028,121107),(176688,343081),(-146675,-128060)],[(308950,93056),(-76212,-159906),(-256932,-105686),(244226,-526724)]]),54,54,77,109)
((51,[[(-7218142,-725454),(-33789734,5935750),(15647682,23682694),(5347626,13706774)],[(18908617,15545825),(-18436459,-8266453),(-14142583,-12677045),(29382781,-4504013)],[(2893497,-39274732),(-551432,-1588409),(396730,-14026107),(14834256,16767575)],[(-4039695,5724286),(-10266014,23629751),(-27347304,-11857303),(-15382758,20343479)]]),61,61,101,120)
((30,[[(3354,11793),(-16297,-480),(5318,-4545),(24575,2174)],[(529,7680),(-12906,1461),(-24149,15588),(-4280,1141)],[(-28528,4657),(3443,11878),(560,3223),(5255,-6852)],[(141,5348),(-11550,18785),(3615,-13224),(-14252,12953)]]),53,53,58,106)
((49,[[(1710147,-8348812),(-9306126,2026954),(-14718734,11350709),(-6989163,2298269)],[(2076866,-13356681),(-1060750,11253198),(-663397,-11868892),(6090713,8606307)],[(-889966,15491755),(-6821862,15352710),(-5346385,-2747684),(1076365,-1621041)],[(4301930,-6950919),(-6578346,4354266),(5417485,3267536),(7193083,-18496687)]]),67,67,97,131)
((33,[[(-13501,-44827),(-30060,-52517),(17508,14769),(-34168,-32318)],[(43615,-47609),(5457,29428),(50643,-24348),(-6458,18056)],[(5539,33415),(-1257,-59442),(36437,-34398),(21002,30916)],[(32609,-4327),(9471,-20196),(-47971,-9780),(-53222,42200)]]),45,45,65,87)
((35,[[(48056,-130632),(28322,-32532),(85522,-16808),(38726,63474)],[(60412,27124),(-89812,-8907),(66646,-111367),(-60123,-37011)],[(-13008,94296),(77029,45645),(45515,-78641),(56954,76040)],[(24188,-30892),(25720,125201),(39850,8653),(49901,-111043)]]),46,46,70,91)
((37,[[(-111080,-105987),(122043,-62003),(261074,-124866),(50402,-94003)],[(-177717,-68652),(-17025,248543),(-113590,-46486),(131635,-81778)],[(-64301,94070),(-224923,69561),(148110,91494),(-129889,-147808)],[(243895,-71428),(9827,33331),(-49822,-76382),(4079,-251618)]]),55,55,73,108)
((41,[[(-680317,24435),(-226515,419614),(684307,869670),(463948,261458)],[(-24464,516426),(349137,-995435),(158131,719975),(-359610,-382430)],[(-65473,-390785),(175641,-868226),(123591,-322186),(981420,418442)],[(-1090906,348174),(-107762,-250144),(-134974,-541992),(-507632,493836)]]),52,52,82,103)
((27,[[(7952,-2638),(1583,-241),(3503,391),(5878,3806)],[(5780,-1364),(2816,-748),(-6480,-5276),(-4464,-840)],[(4951,385),(-7636,1955),(-1520,3871),(-188,-5486)],[(-1573,1273),(1966,7561),(-5886,165),(5864,174)]]),38,38,54,73)
((24,[[(804,1577),(2107,-2886),(477,-746),(66,295)],[(-856,-2117),(217,-294),(2223,-2442),(362,-627)],[(-485,-2414),(1560,-957),(-1880,1173),(1449,-596)],[(-1060,1115),(-719,94),(407,-110),(3478,1269)]]),34,34,46,66)
((48,[[(7634654,2564695),(10909796,5119235),(-2910926,24969),(2813114,7415621)],[(1012552,-4158911),(-1549214,6245113),(-10330840,-5693121),(5020600,-7576765)],[(-9859510,6685331),(1773640,-5764313),(-7695354,-2800115),(3552638,4849529)],[(-1736598,7305355),(7646360,57759),(6405734,-5076459),(1133790,-9926303)]]),53,53,94,107)
